cluster	tablet	objectId	signs
3	152576	P000533	1(N01) 1(N57) AB~a ASZ2 BA BAHAR2~b BAR DUB~a DUR2 E2~a ERIM2 GA2~b GI GISZIMMAR~a2 IM~a IR~a MUSZEN N NAGA~a NA~a NI2 NIMGIR NUNUZ~a1 NUN~a PAP~a SIG7 SUSA TE TILLA2 TU~a U2~b ZATU647
4	154547	P006029	1(N01) 1(N14) 1(N34) 1(N57) 2(N01) 2(N14) 3(N01) 4(N01) 6(N01) 7(N01) 9(N01) A AB~b AN APIN~a BA DA~a DU E2~b EN~a GA2~a2 GI GI6 GIR3@g~c GIR3~c GU GU4 I KU~b1 LA2 LU2 MA MAR~a MASZ2 MUSZEN NAR NA~a NE~a NIM~b2 NIN NI~a NUNUZ~a1 NUN~a NUN~b SAG@g SAGSZU SA~a SIG SIG7 TI TUN3~a U2~b U8 UD5~a UDUNITA~a UDU~a URI3~a UTUA~a ZATU694~c ZATU697~a ZATU776 ZATU821 ZATU837~a
4	154558	P006040	1(N01) 1(N14) 1(N34) 1(N57) 2(N01) 2(N14) 2(N34) 3(N01) 3(N14) 4(N01) 5(N01) 6(N01) 7(N01) 8(N01) 8(N34) 9(N01) A AB~b AD~a AL AMA~a AN BA BAHAR2~b BAN~b BAR BUR~a DAR~b DA~a DILMUN DU DUB~b DUG~b DUR2 E2~a E2~b EN~a ERIM~a GA2~a2 GAL~a GI GIR3~c GISZ3~b GU GUB3~a GUG2 GUM~b HASZHUR HI@g~a I IB~a IG~b KASZ~c KA~a KU6~a KU~b1 LA2 MA MAR~a MASZ MASZ2 ME~a MUNSZUB~b MUSZEN NAM2 NAM~d NAR NA~a NE~a NIMGIR NIM~a NI~a NUNUZ~a0 NUNUZ~a1 NUNUZ~a2 NUN~b PIRIG~b1 RAD~a SAG SAG@g SAGSZU SAL SAR~a SI SIG SIG7 SILA4~c SU~a SZA3~a1 SZE3 SZEG9 SZE~a SZU SZUBUR TAK4~a TAR~a TUM~a TUN3~a U2~b U8 UD5~a UDUNITA~a UDU~a UR2 UR5~a URUDU~a UR~a UTUA~a ZATU659 ZATU694~c ZATU821 ZATU823
4	154580	P006067	1(N01) 1(N14) 2(N01) 3(N01) 4(N01) 5(N01) 5(N14) 6(N01) 6(N57) 7(N01) 9(N01) A AB~a AB~b AN BAD3~b1 DAH DAR~a DA~a DUR2 E2~a EN~a ERIM~a GA2~a2 GAL~a GA~a GESZTU~c GI4~a GI6 GIR~b GISZ3~b GU HI KAR2 KASZ~c KI LU2 MAR~a MASZ MASZ2 MES MUSZEN NAGA~a NAR NA~a NI~a NUNUZ~a0 NUNUZ~a1 NUN~b PIRIG~b1 RU SAG SAG@g SAGSZU SAL SI SUKUD@g~d SZA SZE3 SZU SZU2 TAK4~a TI U2~b U8 UD5~a UDUNITA~a UDU~a UR~a UTUA~a ZATU624~b ZATU628~b ZATU659 ZATU694~c ZATU749~b ZATU821
4	154595	P006083	1(N01) 1(N14) 1(N34) 2(N01) 2(N14) 2(N57) 3(N01) 4(N01) 4(N57) 6(N01) 7(N01) 8(N01) 9(N01) A AD~a AL AN BA BAR DARA4~c1 DA~a DIM~a EN~a GI GI6 GISZ3~b GU GU4@g HI@g~a IB~a KASZ~c KA~a KU6~a KUR~a LA2 MA MAR~a MASZ MUSZEN NAM2 NA~a NE~a NI~a NUNUZ~a0 NUNUZ~a1 NUN~b SI SIG2~a1 SZE~a TAK4~a U2~b UD5~a UDUNITA~a UDU~a URI3~a UTUA~a ZATU822
4	154625	P006116	1(N01) 1(N14) 1(N57) 2(N01) 2(N14) 3(N01) 4(N01) 4(N14) 5(N01) 7(N01) AN BA DUR2 GA2~a2 GI HI@g~a IB~a KA~a KI KISZIK~a LU2 MASZ MASZ2 MUSZEN NA~a NUN~b RU SIG7 SUKKAL SZU2 SZUBUR UD5~a UDU~a URI3~a UTUA~a ZATU819
4	154789	P006278	1(N01) 1(N14) 1(N57) 2(N01) 2(N14) 3(N01) 4(N01) 4(N14) 5(N01) 6(N01) 7(N01) 8(N01) A AB~b AN BA BAR DARA3~a DAR~b DUR2 GA2~a2 GI GUG2 HI@g~a I IB~a KA~a KI KISZIK~a KUR~a KU~b1 LA2 LU2 MA MAR~a MASZ2 MUSZEN NAM2 NA~a NIMGIR NI~a NUN~b PA~a RAD~a RU SA~a SIG7 SUM~a@t SZE3 SZE~a SZU2 SZUBUR U2~b U8 UD5~a UDU~a URI3~a URUDU~a UTUA~a ZATU628~a ZATU694~c ZATU697~a ZATU838
5	154949	P005156	1(N05) 1(N14) 1(N18) 1(N20) 1(N38) 1(N45) 1(N52) 1(N58) 2(N03) 2(N14) 2(N20) 2(N52) 3(N14) 3(N57) 4(N01) 4(N14) 4(N20) 4(N39~a) 4(N57) 5(N01) 5(N05) 5(N57) 6(N01) 9(N14) AB~a BAD~a BAR DUR~b EN~a ERIN GI GIBIL GIR3@g~b KID~b KU3~a NI~a NUNUZ~a1 PA~a RU SU~a SZE~a SZU2 U4 UDU~a UKKIN~a
5	154955	P005162	1(N01) 1(N03) 1(N05) 1(N14) 1(N20) 1(N25) 1(N38) 1(N52) 1(N58) 2(N01) 2(N03) 2(N14) 2(N20) 2(N42~a) 3(N01) 3(N03) 3(N05) 3(N14) 3(N57) 4(N57) 5(N01) 5(N05) 5(N14) 5(N20) 6(N01) AMAR BAD~a DI ENGIZ EN~a ERIN GAL~a GIBIL GIR3@g~b KID~a ME~a NI~a PA~a RU SU~a SZAB~a SZAGAN SZU2 UDU~a UKKIN~a ZATU644~a
5	154956	P005163	1(N01) 1(N03) 1(N14) 1(N20) 1(N25) 1(N34) 1(N38) 1(N52) 2(N01) 2(N03) 2(N14) 2(N20) 2(N42~a) 2(N57) 3(N01) 3(N05) 3(N14) 4(N05) 4(N21) 4(N57) 5(N01) 5(N05) 8(N01) 9(N01) AB~a BAR DI DUR~b ENGIZ EN~a GA~a GIR3@g~b GIR3~c KID~b KU3~a MAR~a ME~a MU NAM2 NUN~a SANGA~a SZAGAN SZE3 SZU2 UDU~a ZATU644~a ZATU753
5	154957	P005164	1(N01) 1(N03) 1(N14) 1(N20) 1(N40) 1(N42~a) 1(N52) 2(N01) 2(N03) 3(N01) 3(N14) 3(N42~a) 4(N05) 4(N21) 4(N42~a) 4(N57) 5(N01) 5(N05) 7(N01) AB~a APIN~a BA BAR ENGIZ GIBIL KID~b KU3~a MAR~a ME~a SU~a SZAGAN SZU2 UDU~a ZATU644~a ZATU753
5	154959	P005166	1(N01) 1(N03) 1(N05) 1(N14) 1(N20) 1(N38) 1(N52) 1(N57) 2(N01) 2(N14) 2(N40) 2(N42~a) 2(N52) 3(N01) 3(N05) 3(N14) 3(N20) 3(N40) 3(N42~a) 5(N01) 5(N05) 6(N01) 6(N57) 7(N01) 8(N01) AB~a APIN~a BA BAR DI ENGIZ EN~a GIBIL GIR3@g~b KID~b KU3~a ME~a SU~a SZAGAN SZU2 UDU~a ZATU753
5	154960	P005167	1(N01) 1(N03) 1(N14) 1(N20) 1(N38) 1(N42~a) 2(N01) 2(N03) 2(N05) 2(N14) 3(N01) 4(N01) 4(N05) 4(N42~a) 4(N57) 5(N01) 5(N34) 7(N01) BAR DUG~a DUR~b ENGIZ KID~b KU3~a ME~a MU SZAGAN SZITA~a1 SZU2 UDU~a ZATU753
6	151060	P001873	SILA3~a
6	151106	P001961	SILA3~a
6	151107	P001962	SILA3~a
6	153890	P002503	1(N01) SILA3~a SZA@g SZE~a@t
6	156296	P001965	SILA3~a SZE~a@t
7	151569	P003724	1(N01) 1(N08) 1(N14) 2(N01) E2~a EN~a GAN~a GARA2~a IB~a KISIM~a KU~b1 LA2 SANGA~a SUG5 SZAKIR~c ZATU752 ZATU753
7	151606	P003812	1(N01) 1(N14) 2(N01) 3(N01) 3(N57) 4(N01) 7(N01) GARA2~a IB~a KISIM~b KU3~a KU~b1 LA2 NI~b PAD~a PAP~a SANGA~a SUG5 SZAKIR~c U4 ZATU648 ZATU752
7	154032	P003502	1(N01) 1(N14) 2(N01) 3(N57) 4(N01) 7(N01) E2~a EN~a GAN~a GA~b GISZ@t IB~a KISIM~a KU~b1 LA2 NI~b PAD~a SANGA~a SUG5 SZA SZAKIR~c U4 ZATU648 ZATU752 ZATU753
7	154033	P003551	1(N01) 1(N14) 2(N01) 2(N57) 4(N01) AN BA DU DUG~c EN~a GARA2~a GA~a KU3~a KU~b1 NAGA~a NIR~a NI~a PAD~a PAP~a SUG5 SZAKIR~c TUR3~a U4 ZABALAM~a ZATU752
7	155257	P005473	1(N01) 1(N02) 1(N14) 2(N57) 7(N01) GA~a GI IB~a KU3~a LA2 PAD~a PAP~a SANGA~a SUG5 SZAKIR~c U4 ZATU752 ZATU753
8	154862	P005068	1(N01) 1(N14) 1(N22) 1(N45) 1(N50) 2(N01) 2(N14) 2(N22) 2(N50) 3(N01) 3(N45) 3(N50) 4(N01) 4(N14) 4(N50) 5(N01) 5(N14) 5(N45) 5(N50) 7(N14) 8(N14) A AB~a APIN~a BA BU~a DI EN~c GAL~a GAN2 GIR3@g~b GURUSZ~a KI LAGAB~b ME~a NAM2 NI~a PA~a RU SAL SZAB~a SZE~a U4 n
8	154863	P005069	1(N14) 1(N22) 1(N34) 1(N45) 1(N50) 1(N57) 1(N58) 2(N01) 2(N08) 2(N14) 2(N22) 2(N45) 3(N01) 3(N14) 3(N45) 3(N50) 4(N01) 4(N14) 4(N34) 5(N01) 5(N14) 5(N34) 5(N50) 6(N14) 7(N08) 7(N14) 8(N14) AB~a BAR BU~a DI EN~a EN~c GAL~a GAN2 GIR3@g~b GISZ IL KI ME~a NAM2 NI~a PA~a RU SAL SZAB~a
8	154864	P005070	1(N22) 1(N34) 1(N45) 1(N50) 1(N57) 1(N58) 2(N01) 2(N14) 2(N22) 2(N50) 3(N14) 4(N08) 4(N14) 4(N50) 5(N14) 6(N01) 9(N14) BAR BU~a DI EN~a EN~c GAL~a GAN2 GIR3@g~b GISZ KI LAGAB~b ME~a NAM2 PA~a SAL SZAB~a SZAGAN
8	154865	P005071	1(N01) 1(N08) 1(N22) 1(N45) 1(N57) 1(N58) 2(N01) 2(N14) 3(N14) 3(N50) 4(N01) 4(N08) 4(N14) 5(N01) 5(N14) 5(N34) 6(N14) 7(N01) 7(N08) 7(N14) BAR BU~a DI EN~a GAL~a GAN2 GIR3@g~b GISZ GU4@g HI IL KI LAGAB~a NAM2 NUN~a PA~a SZAB~a
8	154866	P005072	1(N57) 1(N58) 3(N01) 3(N14) 3(N45) 4(N34) 4(N50) 5(N14) 5(N34) 6(N45) 9(N45) AB~a BAR BU~a DI EN~a EN~c GAL~a GAN2 GIR3@g~b GISZ HI IL KI LAGAB~a ME~a NAM2 NI~a PA~a RU SAL SZAB~a
9	155160	P005371	1(N01) 1(N34) 1(N39~a) 1(N45) 1(N57) 1(N58) 2(N01) 2(N14) 2(N34) 2(N39~a) 2(N45) 3(N14) 4(N01) 5(N14) 7(N34) 8(N14) 9(N14) AB~a BA BAD~a EN~a EN~c GAL~a GIBIL KINGAL KUR~a KU~b1 LAGAB~b NIR~a NI~a SAL SA~c SI4~f SUKKAL SZAM2 SZE~a SZIM~a TE U4 ZATU651
9	155161	P005372	1(N01) 1(N39~a) 1(N45) 2(N14) 2(N34) 2(N45) 3(N01) 3(N14) 3(N39~a) 5(N14) 6(N14) 6(N34) 7(N14) BARA3 EN~c GAL~a KINGAL KUR~a KU~b1 NAM2 NIR~a NI~a SAL SA~c SI4~f SUKKAL SZE~a SZIM~a TE URU~a1 ZAG~a
9	155162	P005373	1(N01) 1(N14) 1(N34) 1(N39~a) 1(N45) 2(N14) 2(N45) 7(N14) AB~a BA DA~a EN~a GAL~a GIBIL KU~b1 NI~a SA~c SI SI4~f SZE~a SZIM~a TE TUN3~a ZATU651
9	155163	P005374	1(N01) 1(N34) 2(N45) 3(N14) 3(N34) 4(N14) 5(N01) 5(N14) 7(N14) 8(N14) E2~b EN~c GAL~a KINGAL KU~b2 NI~a SAL SA~c SI4~f SZE~a SZIM~a TE ZAG~a
9	155164	P005375	1(N01) 1(N34) 1(N45) 2(N14) 2(N45) 3(N14) 3(N34) 4(N14) 7(N14) 8(N14) BA BARA3 EN~c GAL~a KINGAL KU~b2 NI~a SAL SA~c SI4~f SZE~a SZIM~a TE ZAG~a
10	155795	P001253	1(N01) 6(N02) 7(N01) DISZ DUB GU4 NUN~a TE URU~a1 UR~a USZ~a
10	155834	P001292	1(N01) 1(N02) 4(N01) BA DISZ DUB GU4 NESAG2~a TE ZATU651
10	155885	P001345	1(N01) 1(N14) DA~a DISZ DUB GU4 MUSZ3~a NUN~a TE
10	155905	P001365	1(N01) 6(N02) 7(N01) 8(N01) BA DUB~b ERIN GU4 NUN~a TE TUR USZ~a
10	156044	P001514	1(N01) 3(N01) 3(N02) BA DISZ DUB GU4 NUN~a TE U4
11	155844	P001302	1(N07~a) 1(N08) BA GAL~a GI RU ZATU714
11	155846	P001304	1(N07~a) 1(N08) A BA EN~a ERIN
11	155877	P001337	1(N07~a) 1(N08) APIN~a BA EN~a NAM2 SZU2
11	155925	P001385	1(N07~a) 1(N08) BA EZINU~d SIMUG
11	155933	P001394	1(N07~a) 1(N08) A BA GAL~a KISAL~b1 SZUBUR
12	156284	P001919	1(N01) 2(N01) 3(N01) 4(N01) 5(N01) AN BAR DU EN~a KU3~a KU6~a LAGAB~a MAR~b NAGAR~a NE~a RU SZELU SZESZ~a SZU SZUBUR SZUM TAG~a1 TUN3~a U2~b U4 UNUG~a
12	156285	P001920	1(N01) 1(N14) 2(N01) 3(N01) 4(N01) 8(N01) AN BAR DIM~c HI@g~b IB~a KU3~a MAR~b NAGAR~a NE~a SZELU SZIDIM SZU SZUM TAG~a1 TAG~a1@t TAR TUN3~a TUR U4 UDU~a UR2 ZATU695
12	156287	P001922	1(N01) 2(N01) 3(N01) 7(N01) AN ESZDA ILDUM~a KU3~a NAGAR~a NE~a RU SZAB~a SZELU TAG~a1 TUN3~a U4
12	156288	P001931	1(N01) 1(N14) 2(N01) 2(N14) 3(N01) 3(N14) 4(N01) 5(N01) 6(N01) 8(N01) 9(N01) AN BA DIM~c GISZ@t IB~a KU3~a KU6~a MAR~b ME~a NAGAR~a NE~a SZELU SZIDIM SZITA~a1 SZU SZUM TAG~a1 TAR TUN3~a TUR U4 UDU~a UR2 ZATU695
12	156302	P001993	1(N01) 1(N58) 2(N01) 3(N01) 5(N01) AN ANSZE~e BAD~a DU E2~b GAL~a GISZ@t GUM~b IB~a KAB KU3~a MAR~b NAGAR~a NAM2 NE~a RU SZELU SZITA~a1 SZU TAG~a1 TUN3~a U4 ZATU695
13	150913	P000734	1(N01) 1(N24) 1(N26) 1(N30~a) 1(N39~a) 2(N01) 2(N58) 4(N01) 4(N39~a) 5(N01) DU6~b DU8~c DUG~a GAL~a LAGAB~a NUN~a SANGA~a SZITA~a1 U4 ZATU681 ZATU726~c
13	150914	P000735	1(N01) 1(N14) 1(N24) 1(N26) 1(N28) 1(N30~c) 1(N39~a) 2(N01) 2(N39~a) 2(N58) 3(N01) 4(N01) 5(N01) 6(N01) AN DU6~b EN~a HI@g~a KAB LAGAB~a MUSZ3~a NAM2 NUN~a SIG SIG2~a2 SZE~a SZIM~a SZITA~a1 U4 ZATU681 ZATU726~c
13	151364	P002591	1(N01) 1(N14) 1(N24) 1(N26) 1(N39~a) 2(N01) 2(N05) 2(N42~a) DU6~b DUG~a RAD~a SIG2~a4 ZATU681 ZATU726~d
13	157191	P002606	1(N01) 1(N14) 1(N24) 1(N26) 1(N28) 1(N29~a) 1(N39~a) 2(N01) 2(N39~a) 2(N58) 3(N39~a) 5(N01) DU6~b EN~a HI@g~a ME~a NINDA2 NIR~b SIG2~a4 SZE~a SZU ZATU681 ZATU726~d
14	151029	P001812	KISZ
14	152601	P000034	KISZ
14	153406	P411544	KISZ PAP@t
14	154493	P004627	KISZ
15	151521	P003608	1(N14) 1(N34) 2(N14) 2(N34) 3(N14) 4(N34) 5(N34) 7(N01) GI NAGAR~b NANSZE~a NE~a SI4~a SIG SUHUR SZE~a U2~a
15	151545	P003659	2(N14) 3(N14) 5(N01) BA GI NE~a SI4~a SZE~a U2~a
15	154171	P003586	1(N14) 2(N14) 3(N01) 5(N01) DUG~c GI MUD NE~a NUN~a SI4~a SUHUR SZE~a U2~a
15	155420	P003763	1(N01) 1(N14) 1(N34) 1(N48) 2(N14) 2(N34) 3(N14) 3(N34) 4(N34) 5(N01) 5(N14) 6(N01) 8(N34) A ERIM2 GI NI2 SI4~a SUHUR SZE~a TUR3~a U2~a ZATU648 ZATU649
16	152008	P004951	UMUN2
16	154358	P004275	UMUN2
16	154377	P004301	UMUN2
16	156605	P004308	DIN UMUN2
17	152310	P471694	1N6 3(N57) 3N57 A AB~a AD~a AD~b AL ALIM~a AN ANSZE~b APIN~b BA BAD BALA~a BANSZURc BANSZUR~b1 BU~a DARA3~c DA~a DIN DIN~a DU DUB~b DUR2 E2~b EN~a ERIM~a GAL~a GESZTIN~a GESZTU~a GI GI6 GISZ GISZIMMAR~a2 GUB3~b GUL GUM@n~b GUM~b GURUSZ~a HASZHUR HI IN~b KAK~a KA~a KI KIN KIN2~c KISZIK~a KU3~a KU6~a KUR~a LAGAB~a LAM LAM~a LI LISZ LUM MA MES~a MUSZEN NAGAR~a NAGA~a NAM2 NINDA2 NU11 NUNUZ~b1 NUN~a PU2 RU SAG SI SIG SU~a SZA SZE3 SZE~a SZU TAG~a1 TAG~b TUM~a U2~b U4 UR4~b URUDU~a ZATU633~a ZATU786 tenû
17	152314	P000455	1(N01) 1(N34) 3(N14) A AB~a ANSZE~b BU~a DIN DUB~b E2~b ERIM~a GAL~a GESZTIN~a GESZTU~a GI GI6 GISZ GISZIMMAR~a2 GUL HASZHUR HI IN~b KIN2~c KISZIK~a LI LUM MA MES NAGA~a NAMESZDA NU11 NUN~a RU SI SZA SZE~a SZU U2~b U4 ZATU633~b ZATU648
17	152315	P000431	1(N01) 1(N34) 3(N57) 8(N01) A AD~a AL ALIM ANSZE~b APIN~b BA BAD BANSZUR~b1 BU~a DIN DUB~b DUR2 E2~a ERIM~a GAL~a GESZTIN~a GESZTU~a GI GI6 GISZ GISZ@t GISZIMMAR~a2 GUL HASZHUR HI IN~b KAK~a KI KIN2~c KISZIK~a KU6~a KUR@g~a LAM~a LI LISZ LUM MA MASZ MES MUSZEN NAGA~a NAM2 NU11 NUN~a PU2 RU SI SIG SU~a SZA SZE3 SZE~a SZU TAG~b U2~b U4 UR4~b URUDU~a ZATU633~a
17	152338	P000614	1(N01) 1(N34) 3(N01) 5(N57) A AB~a AL BU~a DIN DUB~b EN~a ERIM~a GAL~a GI GI6 GISZ GUM~b HASZHUR KIN2~c KISZIK~a KUR@g~a KUR~a MA MES NUN~a SANGA~a SUHUR SZA SZE3 SZE~a SZU U2~b U4 URUDU@g~c
18	155229	P005445	1(N01) 1(N14) 1(N34) 1(N45) 1(N46) 2(N01) 2(N14) 2(N36) 2(N45) 2(N46) 3(N01) 3(N04) 3(N14) 3(N34) 3(N36) 4(N01) 4(N19) 4(N34) 5(N04) 5(N14) 5(N19) 6(N14) 6(N19) 6(N34) 7(N14) 8(N14) 9(N14) 9(N19) AN BU~a DU6~a E2~a EN~a EZINU~a GI GUN3~b MAR~a NAM2 NIM~a PAP~a PA~a RU SANGA~a SZE~a
18	155231	P005447	1(N01) 1(N14) 1(N34) 1(N45) 1(N46) 2(N01) 2(N04) 2(N14) 2(N19) 2(N45) 3(N14) 4(N01) 4(N04) 4(N19) 5(N01) 5(N14) 6(N14) 7(N14) 9(N14) 9(N19) AB~a AN APIN~a BU~a DU6~a E2~a EN~a EZINU~a GAN2 GI GUN3~b KU6~a MAR~a NAM2 NIM~a PAP~a PA~a RU SZE~a SZUBUR
18	155234	P005450	1(N01) 1(N04) 1(N14) 1(N19) 1(N34) 1(N45) 1(N46) 2(N01) 2(N14) 2(N34) 2(N45) 2(N46) 3(N01) 3(N04) 4(N01) 4(N04) 4(N19) 4(N34) 4(N36) 5(N01) 5(N14) 6(N19) 7(N14) 7(N34) A AN APIN~a BA BU~a DU E2~a EN~a GIBIL KASZ~c MAR~a MUSZEN PAP~a PA~a RAD~a SZAM2 SZE~a SZUBUR
